Genre,Poem
Music,"say it with your whole black mouth: i am innocent& if you are not innocent, say this: i am worthy of forgiveness, of breath after breathi tell you this: i let blue eyes dress me in guilt walked around stores"
Music,"Say your body’slife-size trip clock starts in schlepon the down slope. Then the long handslaloms you steepas your face tocks the take of nine-to-five. It’s just your timing and mindset that’s semi- rattled, and everyone comes to the skit a littlepusillanimous to begin.What is a kind of smudgy justice:the ancestors’ DNAin full wig"
Music,"Science in its tedium revealsthat each spirit we spiritganks a solid half hour fromour life spans.Or so says my doctor, a watery,Jesus-eyed man, and hard to sufferwith his well-intended scrips for yogaand neti pots, notably stingy with the betterdrugs, in situ here amongst the disinfectedtoys dreadful in their plastic baskets.Above"
Music,"Shame on you for dating a museum:Everything is dead there and nothing is alive.Not everyone who lives to be old embracesthe publicity of it all. I mean, you get up and folkswant to know, How did you get here? What makes yougo? What is the secret? And there is no"
Music,she ambles toward El Norte she remembers as she stepswasps & spiders webbed in between the corn in Fowlerher mamá Concha’s story the fire she fanned to clearthe path through the thick burned stalks all thisshe almost-touches the blueberries in Skagit Washington& the line of men wrapped as cocoons and
Music,"Shiitake, velvet foot, hen of the woods, woodear, cloud ear, slippery jack, brown wreathsof Polish borowik dried and hangingin the stalls of a Krakow market—all thesewere years away from the room where I layonce, studying the contours of your sexas if it were some subterranean speciesI’d"
Music,"Sisyphus punches in, each morning,At a mountain he must face all day,In hell, for eternity, and at night,Having not reached the summitAgain, he walks down slow, whereThe rock rushed by, careful to see,With new eyes, where it all wentWrong, again, and then later,At the bar in town, sits cooling hisBleeding"
Music,"Six months ago, the measuring of whiskey left in the jug, urine on the mattress, couch cushions, the crotch of pants in wear. You watch how breath lifts a chest, how a person breathes— sick hobbies of when we must. You watch how you become illiterate at counting. Six or seven broken breathalyzers; a joke formulates in"
Music,"Smelling of sweet resin the Aleppo pines' shadows grow taller by the hour. Two identical twin boys chase each other through the shadows, the one who's ten minutes older yelling, I'm gonna kill you while the younger one laughs, Kill me, kill me if you can! Day by day these teatime mortars keep pecking at the blast"
Music,so many this mornings so many movement so many breezesso many cypress so many doorways demolished so many brushso many vines crawl up the front of that house and so manyspaces so many wide open between one structure and anotherso many ditches so many cars parked
Music,"Someone else used to do this before. Someone responsible, someone who loved me enough to protect me from my own filth piling up. But I’m over 40 now & live alone, & if I don’t remember it's Thursday & rise with the cardinals & bluejays calling up the sun, I’m stuck with what’s left rotting for another week. I"
Music,"Sometimes it pays to go to Bojangles. To drive out of the parking lot, see the red awning: Fish &Duck Skills. A man walks out and it is broad daylight. Back when I was a new adult in Chattanooga I’d dare myself to go to the Adult Book Shop on Market Street in"
Music,Sometimes starting with a titleInfuses the workWith an insurmountable dreadHow is one to fulfill such a promiseTo make good on the pactThat art in the end allowsFor a kind of connectivityLife otherwise lacksOr lacks in those moreContemplative waysSince mixing the ingredientsTo say a batch of cookiesIs in its own right
Music,Sometimes you don’t diewhen you’re supposed to& now I have a choicerepair a world or builda new one inside my bodya white door opensinto a place queerly brimminggold light so velvet-goldit is like the worldhasn’t happenedwhen I call outall my friends are thereeveryone we loveis still alive gatheredat the lakesidelike
Music,"Soon my father will lose his wedding ring but before that happens we take the path along the cliff-edge past the sign that says Danger: Keep Back because the waves below have undermined it, and the next big storm will be enough to bring the whole face down.I know this but I can’t help looking"
Music,"Start with a base map, unlabeled terrain, in shaded green and ochre, nude relief, cool continental mass bathing in blue, a face whose features now are visible, unannotated, apolitical, as if a mighty snow had settled here and muffled every static line and letter, earth as naked as the moon, but full of lively"
Music,Still turnstiles framed by a window the red alders of Willapa Bay [
Music,"Suffering I drifted to youSeeing my suffering you sufferedOur conference on calamityOur joints moved against windSustained our growing painUntil protruding bonesFrom our rumpled skin coatsBroke through to exposeTheir staid, stagnant structuresTo a cat we were dual cat castlesA bird perched upon my clavicleTo a friend traveling byWe no longer existedBut"
Music,"Sunday afternoon on a city beach. No sand, slabs of manufactured stone. I watch two blondes, maybe sisters, Inflate a raft. They use a bicycle pump. One tries to assemble two paddles, Gives up, puts them in her bag. The one on the pump removes her top. She has exerted herself into better posture. Her breasts are larger"
Music,"Take it easy, Sadness. Settle down.You asked for evening. Now, it’s come. It’s here.A choking fog has blanketed the town,infecting some with calm, the rest with fear.While the squalid throng of mortals feels the stingof heartless pleasure swinging its barbed knoutand finds remorse in slavish partying,take my hand, Sorrow. I"
